История перемещений робота
Формат: {A, V, U}
[37735] {A=229.18, V=5, U=0}
[37736] {A=229.18, V=5, U=0}
[37737] {A=229.18, V=5, U=0}
[37738] {A=229.18, V=5, U=0}
[37739] {A=229.18, V=5, U=0}
[37740] {A=286.48, V=4, U=2}
[37741] {A=286.48, V=5, U=2}
[37742] {A=286.48, V=5, U=2}
[37743] {A=286.48, V=5, U=2}
[37744] {A=286.48, V=5, U=2}
[37745] {A=286.48, V=5, U=2}
[37746] {A=286.48, V=6, U=1}
[37747] {A=229.18, V=6, U=0}
[37748] {A=229.18, V=5, U=0}
[37749] {A=229.18, V=5, U=0}
[37750] {A=229.18, V=5, U=0}
[37751] {A=229.18, V=5, U=0}
[37752] {A=229.18, V=5, U=0}
[37753] {A=286.48, V=4, U=2}
[37754] {A=286.48, V=5, U=2}
[37755] {A=286.48, V=5, U=2}
[37756] {A=286.48, V=5, U=2}
[37757] {A=286.48, V=5, U=2}
[37758] {A=286.48, V=5, U=2}
[37759] {A=229.18, V=6, U=0}
[37760] {A=229.18, V=5, U=0}
[37761] {A=229.18, V=5, U=0}
[37762] {A=229.18, V=5, U=0}
[37763] {A=229.18, V=5, U=0}
[37764] {A=286.48, V=5, U=2}
[37765] {A=286.48, V=5, U=2}
[37766] {A=286.48, V=5, U=2}
[37767] {A=286.48, V=5, U=2}
[37768] {A=229.18, V=5, U=0}
[37769] {A=229.18, V=5, U=0}
[37770] {A=229.18, V=5, U=0}
[37771] {A=286.48, V=5, U=2}
[37772] {A=286.48, V=5, U=2}
[37773] {A=229.18, V=5, U=0}
[37774] {A=229.18, V=5, U=0}
[37775] {A=286.48, V=5, U=2}
[37776] {A=286.48, V=5, U=2}
[37777] {A=286.48, V=5, U=2}
[37778] {A=229.18, V=5, U=0}
[37779] {A=229.18, V=5, U=0}
[37780] {A=229.18, V=5, U=0}
[37781] {A=229.18, V=5, U=0}
[37782] {A=286.48, V=5, U=2}
[37783] {A=286.48, V=5, U=2}
[37784] {A=286.48, V=5, U=2}
[37785] {A=286.48, V=5, U=2}
[37786] {A=286.48, V=5, U=2}
[37787] {A=229.18, V=6, U=0}
[37788] {A=229.18, V=5, U=0}
[37789] {A=229.18, V=5, U=0}
[37790] {A=229.18, V=5, U=0}
[37791] {A=229.18, V=5, U=0}
[37792] {A=229.18, V=5, U=0}
[37793] {A=286.48, V=4, U=2}
[37794] {A=286.48, V=5, U=2}
[37795] {A=286.48, V=5, U=2}
[37796] {A=286.48, V=5, U=2}
[37797] {A=286.48, V=5, U=2}
[37798] {A=286.48, V=5, U=2}
[37799] {A=229.18, V=6, U=0}
[37800] {A=229.18, V=5, U=0}
[37801] {A=229.18, V=5, U=0}
[37802] {A=229.18, V=5, U=0}
[37803] {A=229.18, V=5, U=0}
[37804] {A=286.48, V=5, U=2}
[37805] {A=286.48, V=5, U=2}
[37806] {A=286.48, V=5, U=2}
[37807] {A=286.48, V=5, U=2}
[37808] {A=229.18, V=5, U=0}
[37809] {A=229.18, V=5, U=0}
[37810] {A=229.18, V=5, U=0}
[37811] {A=229.18, V=5, U=0}
[37812] {A=286.48, V=5, U=2}
[37813] {A=286.48, V=5, U=2}
[37814] {A=286.48, V=5, U=2}
[37815] {A=286.48, V=5, U=2}
[37816] {A=286.48, V=5, U=2}
[37817] {A=229.18, V=6, U=0}
[37818] {A=229.18, V=5, U=0}
[37819] {A=229.18, V=5, U=0}
[37820] {A=229.18, V=5, U=0}
[37821] {A=229.18, V=5, U=0}
[37822] {A=229.18, V=5, U=0}
[37823] {A=286.48, V=4, U=2}
[37824] {A=286.48, V=5, U=2}
[37825] {A=286.48, V=5, U=2}
[37826] {A=286.48, V=5, U=2}
[37827] {A=286.48, V=5, U=2}
[37828] {A=286.48, V=5, U=2}
[37829] {A=286.48, V=6, U=1}
[37830] {A=229.18, V=6, U=0}
[37831] {A=229.18, V=5, U=0}
[37832] {A=229.18, V=5, U=0}
[37833] {A=229.18, V=5, U=0}
[37834] {A=229.18, V=5, U=0}
[37835] {A=229.18, V=5, U=0}
[37836] {A=286.48, V=4, U=2}
[37837] {A=286.48, V=5, U=2}
[37838] {A=286.48, V=5, U=2}
[37839] {A=286.48, V=5, U=2}
[37840] {A=286.48, V=5, U=2}
[37841] {A=286.48, V=5, U=2}
[37842] {A=229.18, V=6, U=0}
[37843] {A=229.18, V=5, U=0}
[37844] {A=229.18, V=5, U=0}
[37845] {A=229.18, V=5, U=0}
[37846] {A=229.18, V=5, U=0}
[37847] {A=286.48, V=5, U=2}
[37848] {A=286.48, V=5, U=2}
[37849] {A=286.48, V=5, U=2}
[37850] {A=286.48, V=5, U=2}
[37851] {A=229.18, V=5, U=0}
[37852] {A=229.18, V=5, U=0}
[37853] {A=229.18, V=5, U=0}
[37854] {A=229.18, V=5, U=0}
[37855] {A=286.48, V=5, U=2}
[37856] {A=286.48, V=5, U=2}
[37857] {A=286.48, V=5, U=2}
[37858] {A=286.48, V=5, U=2}
[37859] {A=286.48, V=5, U=2}
[37860] {A=229.18, V=6, U=0}
[37861] {A=229.18, V=5, U=0}
[37862] {A=229.18, V=5, U=0}
[37863] {A=229.18, V=5, U=0}
[37864] {A=229.18, V=5, U=0}
[37865] {A=229.18, V=5, U=0}
[37866] {A=286.48, V=4, U=2}
[37867] {A=286.48, V=5, U=2}
[37868] {A=286.48, V=5, U=2}
[37869] {A=286.48, V=5, U=2}
[37870] {A=286.48, V=5, U=2}
[37871] {A=286.48, V=5, U=2}
[37872] {A=286.48, V=6, U=1}
[37873] {A=229.18, V=6, U=0}
[37874] {A=229.18, V=5, U=0}
[37875] {A=229.18, V=5, U=0}
[37876] {A=229.18, V=5, U=0}
[37877] {A=229.18, V=5, U=0}
[37878] {A=229.18, V=5, U=0}
[37879] {A=286.48, V=4, U=2}
[37880] {A=286.48, V=5, U=2}
[37881] {A=286.48, V=5, U=2}
[37882] {A=286.48, V=5, U=2}
[37883] {A=286.48, V=5, U=2}
[37884] {A=286.48, V=5, U=2}
[37885] {A=229.18, V=6, U=0}
[37886] {A=229.18, V=5, U=0}
[37887] {A=229.18, V=5, U=0}
[37888] {A=229.18, V=5, U=0}
[37889] {A=229.18, V=5, U=0}
[37890] {A=286.48, V=5, U=2}
[37891] {A=286.48, V=5, U=2}
[37892] {A=286.48, V=5, U=2}
[37893] {A=286.48, V=5, U=2}
[37894] {A=229.18, V=5, U=0}
[37895] {A=229.18, V=5, U=0}
[37896] {A=229.18, V=5, U=0}
[37897] {A=229.18, V=5, U=0}
[37898] {A=286.48, V=5, U=2}
[37899] {A=286.48, V=5, U=2}
[37900] {A=286.48, V=5, U=2}
[37901] {A=286.48, V=5, U=2}
[37902] {A=286.48, V=5, U=2}
[37903] {A=229.18, V=6, U=0}
[37904] {A=229.18, V=5, U=0}
[37905] {A=229.18, V=5, U=0}
[37906] {A=229.18, V=5, U=0}
[37907] {A=229.18, V=5, U=0}
[37908] {A=229.18, V=5, U=0}
[37909] {A=286.48, V=4, U=2}
[37910] {A=286.48, V=5, U=2}
[37911] {A=286.48, V=5, U=2}
[37912] {A=286.48, V=5, U=2}
[37913] {A=286.48, V=5, U=2}
[37914] {A=286.48, V=5, U=2}
[37915] {A=286.48, V=6, U=1}
[37916] {A=229.18, V=6, U=0}
[37917] {A=229.18, V=5, U=0}
[37918] {A=229.18, V=5, U=0}
[37919] {A=229.18, V=5, U=0}
[37920] {A=229.18, V=5, U=0}
[37921] {A=229.18, V=5, U=0}
[37922] {A=286.48, V=4, U=2}
[37923] {A=286.48, V=5, U=2}
[37924] {A=286.48, V=5, U=2}
[37925] {A=286.48, V=5, U=2}
[37926] {A=286.48, V=5, U=2}
[37927] {A=286.48, V=5, U=2}
[37928] {A=286.48, V=6, U=1}
[37929] {A=229.18, V=6, U=0}
[37930] {A=229.18, V=5, U=0}
[37931] {A=229.18, V=5, U=0}
[37932] {A=229.18, V=5, U=0}
[37933] {A=229.18, V=5, U=0}
[37934] {A=229.18, V=5, U=0}
[37935] {A=286.48, V=4, U=2}
[37936] {A=286.48, V=5, U=2}
[37937] {A=286.48, V=5, U=2}
[37938] {A=286.48, V=5, U=2}
[37939] {A=286.48, V=5, U=2}
[37940] {A=286.48, V=5, U=2}
[37941] {A=229.18, V=6, U=0}
[37942] {A=229.18, V=5, U=0}
[37943] {A=229.18, V=5, U=0}
[37944] {A=229.18, V=5, U=0}
[37945] {A=229.18, V=5, U=0}
[37946] {A=286.48, V=5, U=2}
[37947] {A=286.48, V=5, U=2}
[37948] {A=286.48, V=5, U=2}
[37949] {A=286.48, V=5, U=2}
[37950] {A=229.18, V=5, U=0}
[37951] {A=229.18, V=5, U=0}
[37952] {A=229.18, V=5, U=0}
[37953] {A=286.48, V=5, U=2}
[37954] {A=286.48, V=5, U=2}
[37955] {A=286.48, V=5, U=2}
[37956] {A=229.18, V=5, U=0}
[37957] {A=229.18, V=5, U=0}
[37958] {A=229.18, V=5, U=0}
[37959] {A=229.18, V=5, U=0}
[37960] {A=286.48, V=5, U=2}
[37961] {A=286.48, V=5, U=2}
[37962] {A=286.48, V=5, U=2}
[37963] {A=286.48, V=5, U=2}
[37964] {A=286.48, V=5, U=2}
[37965] {A=229.18, V=6, U=0}
[37966] {A=229.18, V=5, U=0}
[37967] {A=229.18, V=5, U=0}
[37968] {A=229.18, V=5, U=0}
[37969] {A=229.18, V=5, U=0}
[37970] {A=229.18, V=5, U=0}
[37971] {A=286.48, V=4, U=2}
[37972] {A=286.48, V=5, U=2}
[37973] {A=286.48, V=5, U=2}
[37974] {A=286.48, V=5, U=2}
[37975] {A=286.48, V=5, U=2}
[37976] {A=286.48, V=5, U=2}
[37977] {A=229.18, V=6, U=0}
[37978] {A=229.18, V=5, U=0}
[37979] {A=229.18, V=5, U=0}
[37980] {A=229.18, V=5, U=0}
[37981] {A=229.18, V=5, U=0}
[37982] {A=286.48, V=5, U=2}
[37983] {A=286.48, V=5, U=2}
[37984] {A=286.48, V=5, U=2}
[37985] {A=286.48, V=5, U=2}
[37986] {A=229.18, V=5, U=0}
[37987] {A=229.18, V=5, U=0}
[37988] {A=229.18, V=5, U=0}
[37989] {A=286.48, V=5, U=2}
[37990] {A=286.48, V=5, U=2}
[37991] {A=229.18, V=5, U=0}
[37992] {A=286.48, V=5, U=2}
[37993] {A=229.18, V=5, U=0}
[37994] {A=229.18, V=5, U=0}
[37995] {A=286.48, V=5, U=2}
[37996] {A=286.48, V=5, U=2}
[37997] {A=286.48, V=5, U=2}
[37998] {A=229.18, V=5, U=0}
[37999] {A=229.18, V=5, U=0}
[38000] {A=229.18, V=5, U=0}
[38001] {A=229.18, V=5, U=0}
[38002] {A=286.48, V=5, U=2}
[38003] {A=286.48, V=5, U=2}
[38004] {A=286.48, V=5, U=2}
[38005] {A=286.48, V=5, U=2}
[38006] {A=286.48, V=5, U=2}
[38007] {A=229.18, V=6, U=0}
[38008] {A=229.18, V=5, U=0}
[38009] {A=229.18, V=5, U=0}
[38010] {A=229.18, V=5, U=0}
[38011] {A=229.18, V=5, U=0}
[38012] {A=229.18, V=5, U=0}
[38013] {A=286.48, V=4, U=2}
[38014] {A=286.48, V=5, U=2}
[38015] {A=286.48, V=5, U=2}
[38016] {A=286.48, V=5, U=2}
[38017] {A=286.48, V=5, U=2}
[38018] {A=286.48, V=5, U=2}
[38019] {A=229.18, V=6, U=0}
[38020] {A=229.18, V=5, U=0}
[38021] {A=229.18, V=5, U=0}
[38022] {A=229.18, V=5, U=0}
[38023] {A=229.18, V=5, U=0}
[38024] {A=286.48, V=5, U=2}
[38025] {A=286.48, V=5, U=2}
[38026] {A=286.48, V=5, U=2}
[38027] {A=286.48, V=5, U=2}
[38028] {A=229.18, V=5, U=0}
[38029] {A=229.18, V=5, U=0}
[38030] {A=229.18, V=5, U=0}
[38031] {A=286.48, V=5, U=2}
[38032] {A=286.48, V=5, U=2}
[38033] {A=229.18, V=5, U=0}
[38034] {A=229.18, V=5, U=0}
[38035] {A=286.48, V=5, U=2}
[38036] {A=286.48, V=5, U=2}
[38037] {A=286.48, V=5, U=2}
[38038] {A=229.18, V=5, U=0}
[38039] {A=229.18, V=5, U=0}
[38040] {A=229.18, V=5, U=0}
[38041] {A=229.18, V=5, U=0}
[38042] {A=286.48, V=5, U=2}
[38043] {A=286.48, V=5, U=2}
[38044] {A=286.48, V=5, U=2}
[38045] {A=286.48, V=5, U=2}
[38046] {A=286.48, V=5, U=2}
[38047] {A=229.18, V=6, U=0}
[38048] {A=229.18, V=5, U=0}
[38049] {A=229.18, V=5, U=0}
[38050] {A=229.18, V=5, U=0}
[38051] {A=229.18, V=5, U=0}
[38052] {A=229.18, V=5, U=0}
[38053] {A=286.48, V=4, U=2}
[38054] {A=286.48, V=5, U=2}
[38055] {A=286.48, V=5, U=2}
[38056] {A=286.48, V=5, U=2}
[38057] {A=286.48, V=5, U=2}
[38058] {A=286.48, V=5, U=2}
[38059] {A=286.48, V=6, U=1}
[38060] {A=229.18, V=6, U=0}
[38061] {A=229.18, V=5, U=0}
[38062] {A=229.18, V=5, U=0}
[38063] {A=229.18, V=5, U=0}
[38064] {A=229.18, V=5, U=0}
[38065] {A=229.18, V=5, U=0}
[38066] {A=286.48, V=4, U=2}
[38067] {A=286.48, V=5, U=2}
[38068] {A=286.48, V=5, U=2}
[38069] {A=286.48, V=5, U=2}
[38070] {A=286.48, V=5, U=2}
[38071] {A=286.48, V=5, U=2}
[38072] {A=229.18, V=6, U=0}
[38073] {A=229.18, V=5, U=0}
[38074] {A=229.18, V=5, U=0}
[38075] {A=229.18, V=5, U=0}
[38076] {A=229.18, V=5, U=0}
[38077] {A=286.48, V=5, U=2}
[38078] {A=286.48, V=5, U=2}
[38079] {A=286.48, V=5, U=2}
[38080] {A=286.48, V=5, U=2}
[38081] {A=229.18, V=5, U=0}
[38082] {A=229.18, V=5, U=0}
[38083] {A=229.18, V=5, U=0}
[38084] {A=286.48, V=5, U=2}
[38085] {A=286.48, V=5, U=2}
[38086] {A=286.48, V=5, U=2}
[38087] {A=229.18, V=5, U=0}
[38088] {A=229.18, V=5, U=0}
[38089] {A=229.18, V=5, U=0}
[38090] {A=229.18, V=5, U=0}
[38091] {A=286.48, V=5, U=2}
[38092] {A=286.48, V=5, U=2}
[38093] {A=286.48, V=5, U=2}
[38094] {A=286.48, V=5, U=2}
[38095] {A=286.48, V=5, U=2}
[38096] {A=229.18, V=6, U=0}
[38097] {A=229.18, V=5, U=0}
[38098] {A=229.18, V=5, U=0}
[38099] {A=229.18, V=5, U=0}
[38100] {A=229.18, V=5, U=0}
[38101] {A=229.18, V=5, U=0}
[38102] {A=286.48, V=4, U=2}
[38103] {A=286.48, V=5, U=2}
[38104] {A=286.48, V=5, U=2}
[38105] {A=286.48, V=5, U=2}
[38106] {A=286.48, V=5, U=2}
[38107] {A=286.48, V=5, U=2}
[38108] {A=229.18, V=6, U=0}
[38109] {A=229.18, V=5, U=0}
[38110] {A=229.18, V=5, U=0}
[38111] {A=229.18, V=5, U=0}
[38112] {A=229.18, V=5, U=0}
[38113] {A=286.48, V=5, U=2}
[38114] {A=286.48, V=5, U=2}
[38115] {A=286.48, V=5, U=2}
[38116] {A=286.48, V=5, U=2}
[38117] {A=229.18, V=5, U=0}
[38118] {A=229.18, V=5, U=0}
[38119] {A=229.18, V=5, U=0}
[38120] {A=286.48, V=5, U=2}
[38121] {A=286.48, V=5, U=2}
[38122] {A=286.48, V=5, U=2}
[38123] {A=229.18, V=5, U=0}
[38124] {A=229.18, V=5, U=0}
[38125] {A=229.18, V=5, U=0}
[38126] {A=229.18, V=5, U=0}
[38127] {A=286.48, V=5, U=2}
[38128] {A=286.48, V=5, U=2}
[38129] {A=286.48, V=5, U=2}
[38130] {A=286.48, V=5, U=2}
[38131] {A=286.48, V=5, U=2}
[38132] {A=229.18, V=6, U=0}
[38133] {A=229.18, V=5, U=0}
[38134] {A=229.18, V=5, U=0}
[38135] {A=229.18, V=5, U=0}
[38136] {A=229.18, V=5, U=0}
[38137] {A=229.18, V=5, U=0}
[38138] {A=286.48, V=4, U=2}
[38139] {A=286.48, V=5, U=2}
[38140] {A=286.48, V=5, U=2}
[38141] {A=286.48, V=5, U=2}
[38142] {A=286.48, V=5, U=2}
[38143] {A=286.48, V=5, U=2}
[38144] {A=286.48, V=6, U=1}
[38145] {A=229.18, V=6, U=0}
[38146] {A=229.18, V=5, U=0}
[38147] {A=229.18, V=5, U=0}
[38148] {A=229.18, V=5, U=0}
[38149] {A=229.18, V=5, U=0}
[38150] {A=229.18, V=5, U=0}
[38151] {A=286.48, V=4, U=2}
[38152] {A=286.48, V=5, U=2}
[38153] {A=286.48, V=5, U=2}
[38154] {A=286.48, V=5, U=2}
[38155] {A=286.48, V=5, U=2}
[38156] {A=286.48, V=5, U=2}
[38157] {A=286.48, V=6, U=1}
[38158] {A=229.18, V=6, U=0}
[38159] {A=229.18, V=5, U=0}
[38160] {A=229.18, V=5, U=0}
[38161] {A=229.18, V=5, U=0}
[38162] {A=229.18, V=5, U=0}
[38163] {A=229.18, V=5, U=0}
[38164] {A=286.48, V=4, U=2}
[38165] {A=286.48, V=5, U=2}
[38166] {A=286.48, V=5, U=2}
[38167] {A=286.48, V=5, U=2}
[38168] {A=286.48, V=5, U=2}
[38169] {A=286.48, V=5, U=2}
[38170] {A=229.18, V=6, U=0}
[38171] {A=229.18, V=5, U=0}
[38172] {A=229.18, V=5, U=0}
[38173] {A=229.18, V=5, U=0}
[38174] {A=229.18, V=5, U=0}
[38175] {A=286.48, V=5, U=2}
[38176] {A=286.48, V=5, U=2}
[38177] {A=286.48, V=5, U=2}
[38178] {A=286.48, V=5, U=2}
[38179] {A=286.48, V=5, U=2}
[38180] {A=229.18, V=6, U=0}
[38181] {A=229.18, V=5, U=0}
[38182] {A=229.18, V=5, U=0}
[38183] {A=229.18, V=5, U=0}
[38184] {A=229.18, V=5, U=0}
[38185] {A=229.18, V=5, U=0}
[38186] {A=286.48, V=4, U=2}
[38187] {A=286.48, V=5, U=2}
[38188] {A=286.48, V=5, U=2}
[38189] {A=286.48, V=5, U=2}
[38190] {A=286.48, V=5, U=2}
[38191] {A=286.48, V=5, U=2}
[38192] {A=286.48, V=6, U=1}
[38193] {A=229.18, V=6, U=0}
[38194] {A=229.18, V=5, U=0}
[38195] {A=229.18, V=5, U=0}
[38196] {A=229.18, V=5, U=0}
[38197] {A=229.18, V=5, U=0}
[38198] {A=229.18, V=5, U=0}
[38199] {A=286.48, V=4, U=2}
[38200] {A=286.48, V=5, U=2}
[38201] {A=286.48, V=5, U=2}
[38202] {A=286.48, V=5, U=2}
[38203] {A=286.48, V=5, U=2}
[38204] {A=286.48, V=5, U=2}
[38205] {A=286.48, V=6, U=1}
[38206] {A=229.18, V=6, U=0}
[38207] {A=229.18, V=5, U=0}
[38208] {A=229.18, V=5, U=0}
[38209] {A=229.18, V=5, U=0}
[38210] {A=229.18, V=5, U=0}
[38211] {A=229.18, V=5, U=0}
[38212] {A=286.48, V=4, U=2}
[38213] {A=286.48, V=5, U=2}
[38214] {A=286.48, V=5, U=2}
[38215] {A=286.48, V=5, U=2}
[38216] {A=286.48, V=5, U=2}
[38217] {A=286.48, V=5, U=2}
[38218] {A=286.48, V=6, U=1}
[38219] {A=229.18, V=6, U=0}
[38220] {A=229.18, V=5, U=0}
[38221] {A=229.18, V=5, U=0}
[38222] {A=229.18, V=5, U=0}
[38223] {A=229.18, V=5, U=0}
[38224] {A=229.18, V=5, U=0}
[38225] {A=286.48, V=4, U=2}
[38226] {A=286.48, V=5, U=2}
[38227] {A=286.48, V=5, U=2}
[38228] {A=286.48, V=5, U=2}
[38229] {A=286.48, V=5, U=2}
[38230] {A=286.48, V=5, U=2}
[38231] {A=286.48, V=6, U=1}
[38232] {A=229.18, V=6, U=0}
[38233] {A=229.18, V=5, U=0}
[38234] {A=229.18, V=5, U=0}
[38235] {A=229.18, V=5, U=0}
[38236] {A=229.18, V=5, U=0}
[38237] {A=229.18, V=5, U=0}
[38238] {A=286.48, V=4, U=2}
[38239] {A=286.48, V=5, U=2}
[38240] {A=286.48, V=5, U=2}
[38241] {A=286.48, V=5, U=2}
[38242] {A=286.48, V=5, U=2}
[38243] {A=286.48, V=5, U=2}
[38244] {A=286.48, V=6, U=1}
[38245] {A=229.18, V=6, U=0}
[38246] {A=229.18, V=5, U=0}
[38247] {A=229.18, V=5, U=0}
[38248] {A=229.18, V=5, U=0}
[38249] {A=229.18, V=5, U=0}
[38250] {A=229.18, V=5, U=0}
[38251] {A=286.48, V=4, U=2}
[38252] {A=286.48, V=5, U=2}
[38253] {A=286.48, V=5, U=2}
[38254] {A=286.48, V=5, U=2}
[38255] {A=286.48, V=5, U=2}
[38256] {A=286.48, V=5, U=2}
[38257] {A=286.48, V=6, U=1}
[38258] {A=229.18, V=6, U=0}
[38259] {A=229.18, V=5, U=0}
[38260] {A=229.18, V=5, U=0}
[38261] {A=229.18, V=5, U=0}
[38262] {A=229.18, V=5, U=0}
[38263] {A=286.48, V=5, U=0}
[38264] {A=286.48, V=4, U=2}
[38265] {A=286.48, V=5, U=2}
[38266] {A=286.48, V=5, U=2}
[38267] {A=286.48, V=5, U=2}
[38268] {A=286.48, V=5, U=2}
[38269] {A=286.48, V=5, U=2}
[38270] {A=286.48, V=6, U=1}
[38271] {A=286.48, V=6, U=1}
[38272] {A=229.18, V=6, U=0}
[38273] {A=229.18, V=5, U=0}
[38274] {A=229.18, V=5, U=0}
[38275] {A=229.18, V=5, U=0}
[38276] {A=229.18, V=5, U=0}
[38277] {A=286.48, V=5, U=2}
[38278] {A=286.48, V=5, U=2}
[38279] {A=286.48, V=5, U=2}
[38280] {A=286.48, V=5, U=2}
[38281] {A=286.48, V=5, U=2}
[38282] {A=229.18, V=6, U=0}
[38283] {A=229.18, V=5, U=0}
[38284] {A=229.18, V=5, U=0}
[38285] {A=229.18, V=5, U=0}
[38286] {A=229.18, V=5, U=0}
[38287] {A=286.48, V=5, U=2}
[38288] {A=286.48, V=5, U=2}
[38289] {A=286.48, V=5, U=2}
[38290] {A=286.48, V=5, U=2}
[38291] {A=229.18, V=5, U=0}
[38292] {A=229.18, V=5, U=0}
[38293] {A=229.18, V=5, U=0}
[38294] {A=286.48, V=5, U=2}
[38295] {A=286.48, V=5, U=2}
[38296] {A=286.48, V=5, U=2}
[38297] {A=229.18, V=5, U=0}
[38298] {A=229.18, V=5, U=0}
[38299] {A=229.18, V=5, U=0}
[38300] {A=286.48, V=5, U=2}
[38301] {A=286.48, V=5, U=2}
[38302] {A=286.48, V=5, U=2}
[38303] {A=229.18, V=5, U=0}
[38304] {A=229.18, V=5, U=0}
[38305] {A=229.18, V=5, U=0}
[38306] {A=286.48, V=5, U=2}
[38307] {A=286.48, V=5, U=2}
[38308] {A=286.48, V=5, U=2}
[38309] {A=229.18, V=5, U=0}
[38310] {A=229.18, V=5, U=0}
[38311] {A=229.18, V=5, U=0}
[38312] {A=229.18, V=5, U=0}
[38313] {A=286.48, V=5, U=2}
[38314] {A=286.48, V=5, U=0}
[38315] {A=286.48, V=5, U=2}
[38316] {A=286.48, V=5, U=2}
[38317] {A=286.48, V=5, U=2}
[38318] {A=286.48, V=5, U=2}
[38319] {A=286.48, V=5, U=2}
[38320] {A=286.48, V=6, U=1}
[38321] {A=286.48, V=6, U=1}
[38322] {A=229.18, V=6, U=0}
[38323] {A=229.18, V=5, U=0}
[38324] {A=229.18, V=5, U=0}
[38325] {A=229.18, V=5, U=0}
[38326] {A=229.18, V=5, U=0}
[38327] {A=286.48, V=5, U=2}
[38328] {A=286.48, V=5, U=2}
[38329] {A=286.48, V=5, U=2}
[38330] {A=286.48, V=5, U=2}
[38331] {A=286.48, V=5, U=2}
[38332] {A=229.18, V=6, U=0}
[38333] {A=229.18, V=5, U=0}
[38334] {A=229.18, V=5, U=0}
[38335] {A=229.18, V=5, U=0}
[38336] {A=229.18, V=5, U=0}
[38337] {A=286.48, V=5, U=2}
[38338] {A=286.48, V=5, U=2}
[38339] {A=286.48, V=5, U=2}
[38340] {A=286.48, V=5, U=2}
[38341] {A=286.48, V=5, U=2}
[38342] {A=229.18, V=6, U=0}
[38343] {A=229.18, V=5, U=0}
[38344] {A=229.18, V=5, U=0}
[38345] {A=229.18, V=5, U=0}
[38346] {A=229.18, V=5, U=0}
[38347] {A=229.18, V=5, U=0}
[38348] {A=286.48, V=4, U=2}
[38349] {A=286.48, V=5, U=2}
[38350] {A=286.48, V=5, U=2}
[38351] {A=286.48, V=5, U=2}
[38352] {A=286.48, V=5, U=2}
[38353] {A=286.48, V=5, U=2}
[38354] {A=286.48, V=6, U=1}
[38355] {A=286.48, V=6, U=1}
[38356] {A=229.18, V=6, U=0}
[38357] {A=229.18, V=5, U=0}
[38358] {A=229.18, V=5, U=0}
[38359] {A=229.18, V=5, U=0}
[38360] {A=229.18, V=5, U=0}
[38361] {A=286.48, V=5, U=2}
[38362] {A=286.48, V=5, U=2}
[38363] {A=286.48, V=5, U=2}
[38364] {A=286.48, V=5, U=2}
[38365] {A=286.48, V=5, U=2}
[38366] {A=229.18, V=6, U=0}
[38367] {A=229.18, V=5, U=0}
[38368] {A=229.18, V=5, U=0}
[38369] {A=229.18, V=5, U=0}
[38370] {A=229.18, V=5, U=0}
[38371] {A=286.48, V=5, U=2}
[38372] {A=286.48, V=5, U=2}
[38373] {A=286.48, V=5, U=2}
[38374] {A=286.48, V=5, U=2}
[38375] {A=229.18, V=5, U=0}
[38376] {A=229.18, V=5, U=0}
[38377] {A=229.18, V=5, U=0}
[38378] {A=286.48, V=5, U=2}
[38379] {A=286.48, V=5, U=2}
[38380] {A=286.48, V=5, U=2}
[38381] {A=229.18, V=5, U=0}
[38382] {A=229.18, V=5, U=0}
[38383] {A=229.18, V=5, U=0}
[38384] {A=286.48, V=5, U=2}
[38385] {A=286.48, V=5, U=2}
[38386] {A=286.48, V=5, U=2}
[38387] {A=229.18, V=5, U=0}
[38388] {A=229.18, V=5, U=0}
[38389] {A=229.18, V=5, U=0}
[38390] {A=286.48, V=5, U=2}
[38391] {A=286.48, V=5, U=2}
[38392] {A=286.48, V=5, U=2}
[38393] {A=229.18, V=5, U=0}
[38394] {A=229.18, V=5, U=0}
[38395] {A=229.18, V=5, U=0}
[38396] {A=286.48, V=5, U=2}
[38397] {A=286.48, V=5, U=2}
[38398] {A=286.48, V=5, U=2}
[38399] {A=229.18, V=5, U=0}
[38400] {A=229.18, V=5, U=0}
[38401] {A=229.18, V=5, U=0}
[38402] {A=286.48, V=5, U=2}
[38403] {A=286.48, V=5, U=2}
[38404] {A=286.48, V=5, U=2}
[38405] {A=229.18, V=5, U=0}
[38406] {A=229.18, V=5, U=0}
[38407] {A=229.18, V=5, U=0}
[38408] {A=286.48, V=5, U=2}
[38409] {A=286.48, V=5, U=2}
[38410] {A=286.48, V=5, U=2}
[38411] {A=229.18, V=5, U=0}
[38412] {A=229.18, V=5, U=0}
[38413] {A=229.18, V=5, U=0}
[38414] {A=229.18, V=5, U=0}
[38415] {A=286.48, V=5, U=2}
[38416] {A=286.48, V=5, U=2}
[38417] {A=286.48, V=5, U=2}
[38418] {A=286.48, V=5, U=2}
[38419] {A=286.48, V=5, U=2}
[38420] {A=229.18, V=6, U=0}
[38421] {A=229.18, V=5, U=0}
[38422] {A=229.18, V=5, U=0}
[38423] {A=229.18, V=5, U=0}
[38424] {A=229.18, V=5, U=0}
[38425] {A=286.48, V=5, U=2}
[38426] {A=286.48, V=5, U=2}
[38427] {A=286.48, V=5, U=2}
[38428] {A=286.48, V=5, U=2}
[38429] {A=286.48, V=5, U=2}
[38430] {A=229.18, V=6, U=0}
[38431] {A=229.18, V=5, U=0}
[38432] {A=229.18, V=5, U=0}
[38433] {A=229.18, V=5, U=0}
